province,city,pm25,pm10,so2,no2,co,o3,temp,rh,psfc,u,v
內蒙古自治區|内蒙古自治区,通辽市,8.27515,9.781326,6.8204174,4.4121766,0.2531472,48.924923,256.23303,56.19937,98453.875,6.8482685,-4.36885
內蒙古自治區|内蒙古自治区,鄂尔多斯市,59.02955,75.508156,78.28992,29.136465,1.1407162,26.650469,258.3524,40.82958,87446.984,1.0148047,-0.81221324
內蒙古自治區|内蒙古自治区,锡林郭勒盟,4.8953342,5.675295,2.8089077,1.9937042,0.20793773,55.41196,247.06023,67.43974,89373.18,5.604175,0.40266165
內蒙古自治區|内蒙古自治区,阿拉善盟,16.790257,20.630169,17.716738,5.225053,0.33533812,46.032215,259.06876,34.27124,88002.09,0.7824557,0.5717192
北京|北京,北京|北京,92.17004,121.91992,61.587906,42.035088,1.6497252,40.631836,263.11353,36.137627,98689.586,1.9871795,-3.8542957
吉林,吉林市,58.818844,68.55023,24.151587,29.153507,0.9331992,34.901985,254.048,80.27321,97502.22,5.2920504,1.8630782
吉林,四平市,44.55397,55.85722,21.158587,21.316309,0.86609405,41.66401,254.66353,70.55276,100042.734,4.821787,-0.4938982
吉林,延边朝鲜族自治州,29.612375,31.620663,11.5153265,12.62614,0.3840746,41.542747,256.086,66.13587,94028.85,9.359382,1.3725258
吉林,松原市,20.657377,25.542263,8.741081,10.074707,0.49379337,43.11445,254.32697,67.03726,100423.555,5.2325597,-1.7135383
吉林,白城市,8.45127,9.800411,4.4283724,4.069847,0.24262352,46.552795,256.7455,56.292686,100586.68,5.0248313,-3.4783757
吉林,白山市,41.12518,45.241165,15.885521,16.874975,0.49861598,40.21438,255.24373,77.97807,92273.234,4.8752604,2.553426
吉林,辽源市,60.20434,73.32935,26.553228,29.724127,1.0129703,36.009674,255.4468,79.220345,98024.42,5.6518617,0.7587664
吉林,通化市,55.211567,62.485085,21.025946,21.308548,0.67657965,34.60656,256.09927,82.24183,96103.375,2.8836007,1.1794366
吉林,长春市,53.828304,68.02285,22.946274,26.862108,1.0712352,37.79899,253.0172,74.10931,99927.54,5.4964523,0.38596454
四川,乐山市,110.100586,113.653595,37.93711,17.401924,1.1409117,37.757942,272.05676,71.3555,89420.19,-0.5509699,-1.9422305
四川,内江市,66.203186,66.26315,22.349737,18.63821,1.5458776,28.948858,276.8814,50.25517,97292.98,-1.9665076,-2.808783
四川,凉山彝族自治州,25.197655,27.827389,7.725487,3.2501633,0.30951893,73.53029,278.27798,38.808292,73544.664,8.542566,4.179904
四川,南充市,87.740654,93.386375,26.430906,13.616543,1.1641897,39.545353,276.0926,46.096935,97367.19,-2.9777832,-2.040715
四川,宜宾市,138.36053,160.70122,41.44551,16.877022,1.376586,41.90683,275.79407,58.240353,95614.69,0.99447346,-2.0111601
四川,巴中市,89.44552,98.93725,26.329088,8.675926,0.7284143,45.93063,272.88562,48.408123,92869.04,-3.4914217,-1.7923744
四川,广元市,77.55209,83.849884,23.726954,7.3211565,0.6713376,49.215836,272.18762,57.064472,91954.69,-1.8377252,-2.4687228
四川,广安市,68.47971,70.74399,23.309956,16.87201,1.4644556,28.865887,276.6363,47.07437,97338.55,-1.593109,0.39977193
四川,德阳市,71.820114,60.560123,21.500324,15.672135,0.9519256,35.742916,272.95044,65.40248,92268.94,-2.092447,-2.3804822
四川,成都市,80.381966,76.46323,25.40666,24.321474,1.1084728,25.830133,273.915,66.46461,94147.305,-2.0835073,-2.897048
四川,攀枝花市,15.591528,17.734943,8.250406,5.084505,0.2628982,67.505486,285.4518,30.887333,81084.8,7.313289,5.2981305
四川,泸州市,93.32174,117.78327,30.908543,14.845811,1.2532704,33.902073,274.97726,56.75776,93928.23,-0.82465035,0.1868694
四川,甘孜藏族自治州,4.986546,5.3729873,1.0752945,0.6235166,0.14182295,78.75131,267.41428,48.923355,60386.07,9.25884,2.9037092
四川,眉山市,89.98758,85.3433,29.890963,21.375134,1.2572407,28.677368,274.83597,65.1788,94797.25,-1.1189672,-2.4164288
四川,绵阳市,66.815094,64.61966,20.941185,8.719741,0.7148721,46.258553,270.90018,66.93352,88317.63,-1.6733704,-1.6374146
四川,自贡市,89.09341,92.56665,31.663418,20.383625,1.4996462,30.415304,277.08182,52.073265,97211.75,-1.1831554,-2.8787618
四川,资阳市,65.25438,55.374542,19.048738,15.607823,1.3840363,33.63122,276.44308,51.62422,97377.16,-2.4994624,-2.6373012
四川,达州市,85.490654,95.79812,31.377523,11.962692,0.8851262,41.058205,274.25702,47.74753,94530.195,-2.692317,-0.60754806
四川,遂宁市,62.739346,52.185104,18.998096,13.947027,1.2978549,36.878563,276.61786,46.499035,97784.52,-3.0819526,-2.7776296
四川,阿坝藏族羌族自治州,12.373029,12.312138,3.632433,2.0463135,0.21625318,66.34634,268.39935,47.00919,65017.812,4.3387322,0.9428562
四川,雅安市,75.05336,76.42388,24.202429,11.060617,0.8294525,46.371704,269.16516,72.47406,79587.34,-1.2889813,-0.44853964
天津|天津,天津|天津,125.39508,168.57419,101.48859,70.04707,2.9231277,29.614609,263.86954,41.96942,102857.23,2.1022382,-3.2320108
安徽|安徽,亳州市,61.929134,95.066475,37.418327,36.12323,1.8951569,27.734926,269.55753,40.27075,102655.266,-0.8656934,-1.3398924
安徽|安徽,六安市,72.23269,72.42222,18.873634,21.633991,1.2646731,34.632305,270.19916,55.723484,100358.734,-1.1921228,-1.7406921
安徽|安徽,合肥市,85.17865,76.945465,21.373993,23.585894,1.3897084,30.568138,270.9737,54.422085,102462.77,-0.97534376,-3.0961492
安徽|安徽,安庆市,74.13672,77.93807,19.12282,24.214115,1.0955029,31.859179,271.63214,64.45599,100712.32,-2.5353673,-4.0458646
安徽|安徽,宣城市,88.880264,84.03947,31.730045,42.126347,1.3569106,24.81335,270.77353,80.14001,100245.15,-0.7867237,-2.6618977
安徽|安徽,宿州市,55.612007,87.76873,53.97742,45.90761,2.0561464,34.554276,268.6111,40.077137,102601.39,-0.3801087,-2.0375538
安徽|安徽,巢湖市,80.38718,78.01282,23.090548,26.457062,1.1341678,35.25104,271.87747,61.618526,102540.16,-0.9317715,-3.701355
安徽|安徽,池州市,82.231285,83.79399,26.852697,34.507324,1.0490197,21.830435,271.35034,77.808655,100520.32,-3.027502,-3.1364808
安徽|安徽,淮北市,42.227825,84.48907,71.510216,46.50406,2.1339185,20.087767,269.0531,38.570705,102657.625,-0.48162544,-1.637834
安徽|安徽,淮南市,87.96903,83.56867,32.0728,33.61306,1.777208,20.985744,270.1025,40.425457,102678.93,-1.5633049,-2.4404342
安徽|安徽,滁州市,81.75003,85.628456,25.445454,24.581339,1.2870265,44.45664,270.31683,56.55905,102357.48,-0.24589686,-3.5273662
安徽|安徽,芜湖市,102.895905,109.07971,47.27981,48.116177,1.3453196,22.47388,272.07263,69.63819,102510.516,-1.4385402,-2.983531
安徽|安徽,蚌埠市,59.8273,64.38901,32.370792,33.652218,1.7626315,34.058414,269.459,41.626713,102677.13,-1.029196,-2.5490909
安徽|安徽,铜陵市,89.75532,92.19247,37.63418,39.798817,1.1715628,25.154306,272.5665,71.00947,102422.09,-2.0593467,-2.602719
安徽|安徽,阜阳市,109.09063,133.09836,28.479916,31.850693,1.9633448,28.141518,270.16983,37.713333,102625.74,-1.4947453,-1.5088489
安徽|安徽,马鞍山市,100.15259,123.5192,55.500362,53.731136,1.4207333,23.00839,271.97897,66.33393,102814.234,-0.6105153,-3.8248558
安徽|安徽,黄山市,78.37529,65.347755,24.247404,26.259075,1.0660421,29.903933,270.23737,86.5451,98142.62,-2.4755404,-2.576271
寧夏回族自治區|宁夏回族自治区,中卫市,55.038795,68.33441,43.581974,19.052534,0.84008753,28.850727,261.97153,43.457916,83690.46,0.66688734,-0.42541388
寧夏回族自治區|宁夏回族自治区,吴忠市,72.41554,101.63444,102.28271,34.22683,1.2275904,20.794197,261.6216,35.852142,85208.64,1.417109,-0.75691086
寧夏回族自治區|宁夏回族自治区,固原市,74.75236,82.55751,32.199284,14.399142,0.7260475,34.35569,262.89706,57.614487,81019.71,0.6617903,-0.62126327
寧夏回族自治區|宁夏回族自治区,石嘴山市,79.82181,138.49936,338.1002,65.34369,2.5299842,16.934162,261.44717,23.604485,87233.984,0.40578362,-0.011246644
寧夏回族自治區|宁夏回族自治区,银川市,94.76679,158.3059,243.14745,59.659447,2.0586815,15.838089,261.74603,28.982687,87486.71,0.5539656,0.31109276
山東|山东,东营市,91.182175,104.86959,79.33019,47.561768,1.4038118,28.42402,264.61533,62.739204,102883.77,4.5629244,-0.8559817
山東|山东,临沂市,112.48633,183.8395,133.328,79.34931,2.500589,17.842226,265.14066,46.888374,100990.48,1.4694732,-3.271738
山東|山东,威海市,105.726074,125.90444,60.992115,44.564137,1.0915396,25.963367,268.18604,71.43388,102017.42,5.124251,-2.478853
山東|山东,德州市,165.8133,189.76808,142.74501,74.73754,2.3098834,23.566868,264.89325,48.669674,102828.55,0.3877897,0.5972879
山東|山东,日照市,123.96005,199.89204,187.60947,85.61212,2.431707,15.178242,264.71988,48.28429,101063.695,2.0056295,-4.0692883
山東|山东,枣庄市,124.58956,188.62039,114.1075,74.54497,2.6973186,19.511232,266.48566,41.279655,101699.72,0.0983696,-1.9554181
山東|山东,泰安市,122.64361,185.46118,129.01956,83.419,1.5963851,18.766754,264.88834,42.77282,100955.75,-0.67159855,-1.1050298
山東|山东,济南市,133.56705,179.21686,150.10355,81.67774,1.9285629,19.606213,264.54248,42.9155,101554.16,0.98434895,0.35227254
山東|山东,济宁市,125.650116,183.1738,118.06178,72.385735,2.2220712,19.47897,266.68665,43.0525,102454.33,-0.77617306,-0.5614644
山東|山东,淄博市,102.46484,186.25172,138.00494,82.58303,1.6738496,16.839165,263.47546,43.317905,100092.93,3.2738996,-1.1115052
山東|山东,滨州,100.46763,99.7521,87.81903,53.35579,1.7963204,32.22842,263.79333,57.126728,102897.74,4.0893354,-1.358895
山東|山东,潍坊市,127.993256,192.7446,229.96492,89.47132,1.8524557,14.720169,263.86316,52.861996,101726.625,4.937607,-1.9065251
山東|山东,烟台市,97.843704,125.58345,91.67603,52.828537,1.1582874,26.96452,267.22873,69.36213,101551.484,4.7590218,-1.428913
山東|山东,聊城市,169.29521,188.61877,110.050575,74.01858,1.8871444,14.707599,266.9414,42.482414,102583.55,-0.62274706,1.5564787
山東|山东,莱芜市,92.7268,187.31006,124.13094,83.43065,1.3933184,18.678556,263.41724,40.322258,98957.82,0.57335806,-3.0562155
山東|山东,菏泽市,117.26415,190.18518,72.05367,54.665653,2.6919703,20.260096,268.41214,39.79648,102445.65,-0.18482162,0.9944992
山東|山东,青岛市,137.9261,187.57957,258.67145,89.839294,1.9016297,16.948053,264.5319,59.33455,102261.71,4.623877,-2.5423346
山西,临汾市,93.00939,109.61306,75.44461,23.445826,1.2208021,27.88023,264.9474,33.38191,90558.94,1.3773884,-2.5990987
山西,吕梁市,62.701706,85.03946,75.14302,24.502491,2.0379095,27.250835,261.36078,41.291103,88037.99,1.0750506,-2.940292
山西,大同市,83.27047,112.60036,94.81726,40.911606,1.7138844,32.81933,255.91548,32.5427,87465.086,2.8663888,-3.212242
山西,太原市,54.03453,82.343895,68.13315,25.301537,1.94086,28.175009,262.2453,29.305204,87796.33,1.8960874,-3.5535107
山西,忻州市,26.766363,56.509193,31.841227,24.760311,0.90656024,33.34593,258.99506,32.208397,86307.21,1.537735,-2.7382286
山西,晋中市,108.72027,131.3618,131.8712,31.906746,2.811889,31.835098,263.17078,31.066196,88844.84,1.6358246,-2.5315855
山西,晋城市,122.71991,169.47722,114.111694,35.362213,1.6415573,27.38797,265.97537,31.863073,90877.31,0.56650925,-2.517301
山西,朔州市,98.73655,137.34123,83.11884,51.641254,2.6030972,18.240736,254.83282,35.1329,86930.0,3.1680815,-2.3880541
山西,运城县,118.292656,143.21347,90.854996,34.220474,1.453006,21.266897,268.22836,29.980558,94913.805,1.1026708,-2.4479282
山西,长治市,130.40796,157.05898,155.86119,36.483482,2.4681866,27.62197,263.8837,35.434216,89093.88,1.4219074,-2.006026
山西,阳泉市,32.374207,101.81976,62.786564,31.131907,1.1297312,29.727545,263.5113,25.73629,90727.76,4.716799,-3.4321778
廣東|广东,东莞市,35.208473,45.975815,12.467966,32.67462,1.2759674,16.612488,281.9914,68.029816,101786.516,-3.068671,-5.200961
廣東|广东,中山市,43.890625,60.574287,24.625338,45.167362,1.5212004,11.407067,282.25385,72.15155,101811.625,-0.7602167,-6.6479774
廣東|广东,云浮市,24.742586,34.320793,10.34377,16.440252,0.96214485,22.702805,279.10718,77.413994,99749.71,-1.5107646,-2.7553468
廣東|广东,佛山市,28.678493,37.344406,19.256615,30.176722,1.3214651,12.012138,280.5377,68.5131,101893.14,-1.744887,-6.6366954
廣東|广东,广州市,29.241756,36.707596,12.599393,25.90064,1.1588243,18.068584,281.20502,69.08285,100951.91,-2.1061432,-6.0761304
廣東|广东,惠州市,29.509266,40.73853,9.334201,17.182037,0.9148674,27.816896,280.63828,72.35816,99867.44,-2.9781756,-7.4062467
廣東|广东,揭阳市,40.51586,50.95835,12.65967,16.070852,0.5401522,33.38878,284.5927,69.60274,100533.164,-0.031656697,-7.1974554
廣東|广东,梅州市,47.685223,55.252068,12.494618,13.63351,0.52418774,35.354206,278.86194,79.2113,98388.9,1.0087562,-5.005327
廣東|广东,汕头市,42.745857,47.069763,13.919044,18.593258,0.45710066,35.916687,286.007,71.10226,101550.47,-0.7160984,-6.2215214
廣東|广东,汕尾市,27.418896,39.931293,8.881276,12.911671,0.6468037,36.73694,284.74417,69.73862,100109.99,-0.9936737,-6.979573
廣東|广东,江门市,33.226746,43.56717,18.185423,28.130493,1.1681118,16.780767,280.9672,72.52548,101196.555,-1.6272415,-8.102494
廣東|广东,河源市,36.940094,50.010895,11.183911,14.72854,0.68795174,29.89226,277.13925,77.25955,98662.11,-1.0698994,-7.1610484
廣東|广东,深圳市,38.11932,54.64759,11.2621975,35.607193,1.2549282,18.665695,281.37012,69.726326,101147.92,-3.3621054,-8.05718
廣東|广东,清远市,35.273968,46.253944,12.6199255,14.906376,0.7227084,34.347378,277.81805,75.40425,98129.62,-2.1874642,-6.161066
廣東|广东,湛江市,62.415344,70.081985,9.827516,18.319258,0.5173441,30.356081,283.9416,76.959206,101577.94,-2.2850838,-5.5131164
廣東|广东,潮州市,46.780537,45.484047,11.506326,16.929825,0.45183018,36.750923,284.66544,74.45417,99838.91,0.2076665,-5.9512672
廣東|广东,珠海市,43.28474,60.772198,25.596317,43.308914,1.3436768,17.73042,283.29865,74.45103,101791.016,-1.2757599,-8.241433
廣東|广东,肇庆市,20.358206,30.21878,10.007486,14.605358,0.8782071,27.898348,280.23868,72.061806,99801.914,-2.344125,-3.7618065
廣東|广东,茂名市,45.614243,54.60771,8.690749,12.408314,0.5400843,33.017998,282.21814,74.47148,99715.03,-3.3458345,-4.6482863
廣東|广东,阳江市,30.945751,39.88622,9.86229,13.708629,0.7234281,30.26443,280.5275,72.46686,100312.0,-2.5629902,-7.417557
廣東|广东,韶关市,50.21443,61.511417,14.74598,14.092656,0.62850285,37.087734,276.05978,77.75111,97491.46,-2.3115497,-4.897261
廣西壯族自治區|广西壮族自治区,北海市,56.91887,64.98004,10.934141,11.935342,0.7279336,32.32203,280.79645,73.110466,101703.14,-2.1069472,-6.274862
廣西壯族自治區|广西壮族自治区,南宁市,36.552933,40.61786,12.811504,14.735237,0.97878915,26.189072,278.92535,70.66619,99856.6,-2.4316802,-3.812871
廣西壯族自治區|广西壮族自治区,崇左市,39.463318,42.49779,12.400691,9.480285,0.75910807,32.119427,278.0809,70.57671,98506.27,-2.5045857,-2.4132318
廣西壯族自治區|广西壮族自治区,来宾市,50.097126,58.143307,16.21667,11.397537,0.6820452,43.492928,278.41956,74.26694,98695.04,-1.729817,-3.9958613
廣西壯族自治區|广西壮族自治区,柳州市,68.82083,77.34547,18.594957,9.205474,0.5996166,52.64531,276.55978,71.35048,97943.02,-2.741378,-4.7260723
廣西壯族自治區|广西壮族自治区,桂林市,84.01064,94.26213,19.453035,10.492083,0.66858906,51.66296,274.37323,78.99052,96373.28,-3.747686,-4.2852035
廣西壯族自治區|广西壮族自治区,梧州市,44.924347,57.68787,12.308428,9.885175,0.6610537,41.940765,279.55405,74.28026,99493.14,-2.0309815,-3.8291078
廣西壯族自治區|广西壮族自治区,河池市,50.65365,57.17406,11.90501,4.858408,0.5234655,52.069553,276.73804,69.365555,95506.375,-3.3646078,-1.1092126
廣西壯族自治區|广西壮族自治区,玉林市,64.712395,73.699875,11.845893,11.140689,0.66244084,34.509647,279.84882,76.01443,99876.59,-3.3510082,-5.7206664
廣西壯族自治區|广西壮族自治区,百色市,42.72125,46.51346,10.815001,5.0031066,0.44212392,51.397118,277.80493,72.69595,93312.984,-2.2201371,1.6117092
廣西壯族自治區|广西壮族自治区,贵港市,58.302082,66.63686,11.884444,9.384941,0.6919923,43.18093,279.70483,72.47848,100380.555,-3.0796595,-3.794537
廣西壯族自治區|广西壮族自治区,贺州市,51.7421,66.421585,13.4559145,9.683721,0.6374446,49.70734,277.33228,76.98199,97544.45,-2.258429,-6.0786138
廣西壯族自治區|广西壮族自治区,钦州市,42.63565,48.08179,10.578247,12.897975,0.9671818,27.27008,279.63153,73.02871,101000.34,-2.1186266,-6.260163
廣西壯族自治區|广西壮族自治区,防城港市,40.99023,44.685585,12.751217,13.1628065,0.8769822,25.808716,278.3667,75.23894,99340.42,-1.0453666,-5.7858763
新疆維吾爾自治區|新疆维吾尔自治区,乌鲁木齐市,33.331203,42.73756,9.291717,16.967009,0.9248485,53.591652,258.2637,61.918095,80640.76,1.3590987,0.8061137
新疆維吾爾自治區|新疆维吾尔自治区,伊犁哈萨克自治州,7.6066175,8.684908,5.379252,3.7527509,0.2364743,57.109196,256.9437,72.90069,80611.7,1.8652048,0.4352775
新疆維吾爾自治區|新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,3.0540776,3.4407952,1.1315187,0.9496445,0.17073806,71.76567,258.14062,40.465225,69759.22,7.014579,-3.4995513
新疆維吾爾自治區|新疆维吾尔自治区,克拉玛依市,15.629789,17.6686,14.3826275,8.103229,0.24955665,51.260082,255.35837,72.97441,98761.56,0.4504536,0.78254336
新疆維吾爾自治區|新疆维吾尔自治区,博尔塔拉蒙古自治州,9.297371,10.31783,5.7486806,3.0742536,0.23514098,55.82913,258.6252,64.25048,87031.73,3.6051557,1.2189755
新疆維吾爾自治區|新疆维吾尔自治区,吐鲁番地区,8.601365,9.423623,3.5915701,2.1109548,0.29545394,56.140347,260.21182,58.166985,90940.875,1.9470513,0.46442828
新疆維吾爾自治區|新疆维吾尔自治区,和田地区,8.825677,9.572134,2.0212557,0.9942987,0.19932465,67.60955,257.99414,56.063457,74808.34,2.9794734,0.7506198
新疆維吾爾自治區|新疆维吾尔自治区,哈密地区,3.904319,4.2643857,1.9237301,1.0499752,0.16135195,57.2772,260.09622,42.306797,88745.805,1.3332895,2.13618
新疆維吾爾自治區|新疆维吾尔自治区,喀什地区,16.895617,18.618292,4.625229,2.5985465,0.26188037,69.16615,257.87643,58.42549,76808.25,3.4995785,0.6411275
新疆維吾爾自治區|新疆维吾尔自治区,塔城地区,10.317648,11.372931,6.680356,4.386737,0.26086918,55.921974,257.55994,69.55943,89899.164,2.6905415,-0.9852755
新疆維吾爾自治區|新疆维吾尔自治区,巴音郭愣蒙古自治州,5.006431,5.349936,1.5632322,0.6257331,0.17484918,56.609528,258.48297,56.953186,79272.15,3.074551,0.57086957
新疆維吾爾自治區|新疆维吾尔自治区,昌吉回族自治州,34.54247,37.832554,11.841873,17.769033,0.75765854,44.49458,257.56003,58.854515,90798.93,1.6841396,0.72606415
新疆維吾爾自治區|新疆维吾尔自治区,石河子市,54.200817,65.77741,25.134953,33.870895,0.81092095,33.558357,260.70868,59.499752,95588.91,2.940641,0.075463556
新疆維吾爾自治區|新疆维吾尔自治区,阿克苏地区,15.06932,16.415325,5.119821,2.0209448,0.24413225,58.918648,260.37186,60.03734,85795.055,1.8351473,-0.8893227
新疆維吾爾自治區|新疆维吾尔自治区,阿勒泰地区,4.398619,4.73737,2.016951,1.455109,0.18899313,57.199764,257.95242,56.633472,89002.55,-2.3135228,2.777316
江蘇|江苏,南京市,81.46638,109.54912,48.729996,47.354992,1.3141866,29.777199,271.47797,66.26943,102675.31,0.014524725,-3.9534123
江蘇|江苏,南通市,55.129555,54.951263,18.676558,18.246048,0.99149466,56.46273,273.52017,71.11368,102712.125,2.7663314,-4.97392
江蘇|江苏,宿迁市,92.64619,119.317474,68.67625,49.12499,1.8888742,42.18964,268.49515,46.41804,102843.516,0.5729257,-3.9462042
江蘇|江苏,常州市,90.395836,102.56346,39.346947,50.82735,1.3757964,27.526318,272.66095,68.3426,102678.09,0.65944844,-4.8679237
江蘇|江苏,徐州市,91.038994,141.38344,82.48335,60.64089,2.5831091,30.843561,267.5637,43.347374,102593.99,0.09869906,-2.090631
江蘇|江苏,扬州市,66.99832,93.60902,33.483913,34.151394,1.2069663,51.404613,270.81815,60.185474,102829.59,0.9264772,-4.488161
江蘇|江苏,无锡市,94.521996,99.26447,42.474556,51.87562,1.5026902,23.417013,273.21063,70.27376,102553.01,1.0484755,-5.1070232
江蘇|江苏,泰州市,73.5044,85.31748,30.496552,31.586662,1.2754495,49.487926,271.20035,61.047092,102751.97,1.9102501,-4.783776
江蘇|江苏,淮安市,89.36746,118.3018,49.6438,40.424156,1.4038736,48.36356,269.54172,52.284714,102806.055,0.98360467,-3.9459288
江蘇|江苏,盐城市,68.79733,105.76642,47.495014,40.47538,1.2850399,53.845318,270.73813,56.240852,102804.9,3.445666,-3.868455
江蘇|江苏,苏州市,78.51149,74.52517,34.116535,49.16411,1.4799027,29.232628,274.5504,73.83381,102665.72,1.0484227,-5.820554
江蘇|江苏,连云港市,99.78271,167.31155,125.23333,66.76484,2.3695967,26.292513,267.7258,47.678852,102689.1,2.6537225,-3.7293975
江蘇|江苏,镇江市,78.37564,100.07125,41.705307,45.87281,1.3383343,30.944332,271.68204,66.269485,102673.45,0.5787392,-4.5622606
江西,上饶市,60.654457,63.113266,22.907162,29.15303,0.8818561,27.456633,272.38675,85.35058,100300.68,-2.4254847,-2.997076
江西,九江市,58.961235,64.6016,21.846682,27.350012,1.097642,27.51735,272.2848,79.69806,100175.78,-2.396646,-3.8106902
江西,南昌市,60.798065,64.93961,30.3477,35.325924,1.1904714,21.708412,273.95227,85.67457,102209.84,-1.4251024,-4.0132437
江西,吉安市,77.730156,82.309204,20.790693,21.768309,0.8142007,28.513054,272.5111,86.96541,99676.125,-1.2157418,-4.1774974
江西,宜春市,64.78968,68.34385,24.5217,28.289845,1.1560298,24.109037,272.40118,83.367386,100169.83,-1.8744564,-3.276465
江西,抚州市,62.284466,65.87315,17.837511,23.29369,0.75530976,31.698374,272.3858,89.41591,99688.16,-0.72137696,-3.6375134
江西,新余市,69.609665,73.964615,24.916288,30.311892,1.1302842,20.745787,272.75458,83.67237,101208.49,-1.8691771,-3.668913
江西,景德镇市,59.913612,62.33981,20.223482,26.583082,0.8765754,26.96422,272.551,79.92939,101129.88,-2.264095,-3.232915
江西,萍乡市,88.963974,88.63787,22.704718,22.593779,1.1728698,19.994144,272.29016,81.160645,98709.28,-3.1595771,-2.2632797
江西,赣州市,66.73671,74.88109,14.518326,13.439077,0.5792965,38.515007,273.286,85.84308,97854.99,-0.37996656,-5.3141704
江西,鹰潭市,64.02156,68.32168,21.16855,28.528318,0.8110822,28.051508,272.39487,89.174034,100996.266,-1.9506223,-2.6039493
河北,保定市,234.40045,304.61072,145.48505,74.49118,3.0122228,51.65971,263.9257,38.445007,98807.805,0.05138622,-1.742644
河北,唐山市,140.99338,182.10042,91.06621,84.982285,3.1093776,27.896269,262.6318,48.094334,102233.97,0.7731951,-3.3112075
河北,廊坊市,210.65729,238.3736,145.55432,72.391556,3.4415808,41.77506,263.6028,45.07859,102918.68,1.0396365,-2.5014555
河北,张家口市,38.320644,56.144707,37.966335,20.814482,0.46877417,54.318893,253.96408,41.893353,87919.914,4.0776687,-4.157387
河北,承德市,31.602018,44.583046,22.86548,24.03337,0.70766455,46.526394,256.41965,46.328358,91412.91,3.4522414,-5.853686
河北,沧州市,183.954,169.06699,147.4676,61.947548,3.0625126,55.143787,263.9221,49.898632,102940.36,1.1049796,-1.4932998
河北,石家庄市,208.49405,425.59833,215.3395,77.72998,3.6308706,25.857067,266.07275,32.84671,99492.91,0.48123777,-1.3964373
河北,秦皇岛市,86.08427,135.6381,69.34843,53.743336,2.6959252,38.188732,261.3424,44.080746,99788.67,-0.34532186,-5.103864
河北,衡水市,229.60258,335.67877,202.93498,80.296974,3.1987991,20.745962,265.25775,45.41709,102794.51,-0.8325976,0.9811794
河北,邢台市,229.76373,372.77762,220.34572,76.52145,3.8418229,15.842626,267.5344,34.822838,101144.2,-0.114649355,-0.31718782
河北,邯郸市,208.84222,297.14334,202.52728,69.5238,3.781724,13.2528925,267.84192,35.083176,100583.28,-0.17028083,-0.17171545
河南,三门峡市,109.27942,132.74371,62.613712,34.382545,1.3038647,21.746803,267.23752,36.956814,92351.266,2.0802183,-1.5479003
河南,信阳市,125.67478,123.177505,19.567865,23.77978,1.1208643,33.86304,270.45862,42.76296,101497.516,-2.0116374,-1.7103021
河南,南阳市,127.930016,155.95067,42.16115,26.677834,1.2553202,27.404,270.67947,30.366537,99295.01,-0.3067733,0.0036368887
河南,周口市,147.45273,224.22064,41.613506,42.07549,3.4210641,30.233528,269.85526,37.98292,102381.33,-0.63400286,0.7534215
河南,商丘市,95.16377,159.25003,52.386047,43.418037,2.5263157,26.25107,269.08728,42.68317,102490.36,-0.26011217,0.23708527
